r,l,t,m,y,RateOfActivity
KENYA,TS30,BESS_TECH,1,2034,2.5174
KENYA,TS31,BESS_TECH,1,2034,2.5174
KENYA,TS36,BESS_TECH,1,2034,2.5174
KENYA,TS37,BESS_TECH,1,2034,1.6293
KENYA,TS41,BESS_TECH,1,2034,2.5174
KENYA,TS43,BESS_TECH,1,2034,2.5174
KENYA,TS48,BESS_TECH,1,2034,2.5174
KENYA,TS01,BESS_TECH,2,2034,2.5174
KENYA,TS02,BESS_TECH,2,2034,0.074
KENYA,TS08,BESS_TECH,2,2034,2.3646
KENYA,TS09,BESS_TECH,2,2034,1.4603
KENYA,TS11,BESS_TECH,2,2034,2.5174
KENYA,TS14,BESS_TECH,2,2034,2.5174
KENYA,TS15,BESS_TECH,2,2034,0.0939
KENYA,TS16,BESS_TECH,2,2034,2.5174
KENYA,TS17,BESS_TECH,2,2034,2.1302
KENYA,TS20,BESS_TECH,2,2034,2.5174
KENYA,TS22,BESS_TECH,2,2034,2.5174
KENYA,TS24,BESS_TECH,2,2034,2.5174
KENYA,TS26,BESS_TECH,2,2034,0.8384
KENYA,TS27,BESS_TECH,2,2034,0.7935
KENYA,TS28,BESS_TECH,2,2034,1.3266
KENYA,TS32,BESS_TECH,2,2034,2.5174
KENYA,TS33,BESS_TECH,2,2034,2.5174
KENYA,TS38,BESS_TECH,2,2034,1.5557
KENYA,TS40,BESS_TECH,2,2034,2.5174
KENYA,TS44,BESS_TECH,2,2034,2.5174
KENYA,TS45,BESS_TECH,2,2034,0.6004
KENYA,TS46,BESS_TECH,2,2034,2.5174
KENYA,TS47,BESS_TECH,2,2034,0.6329
KENYA,TS04,BESS_TECH,1,2035,0.1377
KENYA,TS05,BESS_TECH,1,2035,0.1377
KENYA,TS07,BESS_TECH,1,2035,0.1377
KENYA,TS10,BESS_TECH,1,2035,0.0689
KENYA,TS12,BESS_TECH,1,2035,0.1377
KENYA,TS13,BESS_TECH,1,2035,0.1377
KENYA,TS16,BESS_TECH,1,2035,0.0689
KENYA,TS18,BESS_TECH,1,2035,0.1377
KENYA,TS19,BESS_TECH,1,2035,0.1377
KENYA,TS21,BESS_TECH,1,2035,0.0466
KENYA,TS23,BESS_TECH,1,2035,0.1377
KENYA,TS25,BESS_TECH,1,2035,0.1377
KENYA,TS29,BESS_TECH,1,2035,0.1377
KENYA,TS30,BESS_TECH,1,2035,0.1377
KENYA,TS31,BESS_TECH,1,2035,0.1377
KENYA,TS36,BESS_TECH,1,2035,0.1377
KENYA,TS37,BESS_TECH,1,2035,0.1377
KENYA,TS39,BESS_TECH,1,2035,0.1377
KENYA,TS43,BESS_TECH,1,2035,0.1377
KENYA,TS48,BESS_TECH,1,2035,0.1377
KENYA,TS01,BESS_TECH,2,2035,0.002
KENYA,TS03,BESS_TECH,2,2035,0.1377
KENYA,TS08,BESS_TECH,2,2035,0.1377
KENYA,TS09,BESS_TECH,2,2035,0.1377
KENYA,TS11,BESS_TECH,2,2035,0.1377
KENYA,TS14,BESS_TECH,2,2035,0.1377
KENYA,TS15,BESS_TECH,2,2035,0.1377
KENYA,TS17,BESS_TECH,2,2035,0.1377
KENYA,TS20,BESS_TECH,2,2035,0.1377
KENYA,TS22,BESS_TECH,2,2035,0.1377
KENYA,TS24,BESS_TECH,2,2035,0.1377
KENYA,TS26,BESS_TECH,2,2035,0.1377
KENYA,TS27,BESS_TECH,2,2035,0.1377
KENYA,TS28,BESS_TECH,2,2035,0.0689
KENYA,TS32,BESS_TECH,2,2035,0.035
KENYA,TS33,BESS_TECH,2,2035,0.1377
KENYA,TS34,BESS_TECH,2,2035,0.0071
KENYA,TS35,BESS_TECH,2,2035,0.1377
KENYA,TS38,BESS_TECH,2,2035,0.1377
KENYA,TS40,BESS_TECH,2,2035,0.1377
KENYA,TS41,BESS_TECH,2,2035,0.1377
KENYA,TS42,BESS_TECH,2,2035,0.1337
KENYA,TS44,BESS_TECH,2,2035,0.1377
KENYA,TS45,BESS_TECH,2,2035,0.1377
KENYA,TS04,BESS_TECH,1,2036,0.8841
KENYA,TS05,BESS_TECH,1,2036,0.0799
KENYA,TS07,BESS_TECH,1,2036,0.5851
KENYA,TS10,BESS_TECH,1,2036,0.8841
KENYA,TS12,BESS_TECH,1,2036,0.8841
KENYA,TS13,BESS_TECH,1,2036,0.8841
KENYA,TS18,BESS_TECH,1,2036,0.8841
KENYA,TS19,BESS_TECH,1,2036,0.299
KENYA,TS21,BESS_TECH,1,2036,0.8841
KENYA,TS23,BESS_TECH,1,2036,0.8841
KENYA,TS29,BESS_TECH,1,2036,0.8841
KENYA,TS30,BESS_TECH,1,2036,0.8841
KENYA,TS31,BESS_TECH,1,2036,0.8841
KENYA,TS36,BESS_TECH,1,2036,0.8841
KENYA,TS37,BESS_TECH,1,2036,0.4096
KENYA,TS39,BESS_TECH,1,2036,0.8841
KENYA,TS43,BESS_TECH,1,2036,0.8841
KENYA,TS48,BESS_TECH,1,2036,0.8841
KENYA,TS01,BESS_TECH,2,2036,0.6251
KENYA,TS08,BESS_TECH,2,2036,0.8841
KENYA,TS09,BESS_TECH,2,2036,0.8841
KENYA,TS11,BESS_TECH,2,2036,0.8841
KENYA,TS14,BESS_TECH,2,2036,0.8841
KENYA,TS15,BESS_TECH,2,2036,0.1748
KENYA,TS16,BESS_TECH,2,2036,0.6064
KENYA,TS17,BESS_TECH,2,2036,0.8841
KENYA,TS20,BESS_TECH,2,2036,0.8841
KENYA,TS22,BESS_TECH,2,2036,0.8841
KENYA,TS24,BESS_TECH,2,2036,0.8841
KENYA,TS26,BESS_TECH,2,2036,0.8841
KENYA,TS28,BESS_TECH,2,2036,0.4421
KENYA,TS32,BESS_TECH,2,2036,0.286
KENYA,TS33,BESS_TECH,2,2036,0.8841
KENYA,TS35,BESS_TECH,2,2036,0.8841
KENYA,TS38,BESS_TECH,2,2036,0.8841
KENYA,TS40,BESS_TECH,2,2036,0.6055
KENYA,TS42,BESS_TECH,2,2036,0.8841
KENYA,TS44,BESS_TECH,2,2036,0.8841
KENYA,TS45,BESS_TECH,2,2036,0.8841
KENYA,TS04,BESS_TECH,1,2037,1.1169
KENYA,TS05,BESS_TECH,1,2037,0.3638
KENYA,TS07,BESS_TECH,1,2037,0.7391
KENYA,TS10,BESS_TECH,1,2037,1.1169
KENYA,TS12,BESS_TECH,1,2037,1.1169
KENYA,TS13,BESS_TECH,1,2037,1.1169
KENYA,TS18,BESS_TECH,1,2037,1.1169
KENYA,TS19,BESS_TECH,1,2037,0.3778
KENYA,TS21,BESS_TECH,1,2037,1.1169
KENYA,TS23,BESS_TECH,1,2037,1.1169
KENYA,TS29,BESS_TECH,1,2037,1.1169
KENYA,TS30,BESS_TECH,1,2037,1.1169
KENYA,TS31,BESS_TECH,1,2037,1.1169
KENYA,TS36,BESS_TECH,1,2037,1.1169
KENYA,TS37,BESS_TECH,1,2037,0.692
KENYA,TS39,BESS_TECH,1,2037,1.1169
KENYA,TS43,BESS_TECH,1,2037,1.1169
KENYA,TS48,BESS_TECH,1,2037,1.1169
KENYA,TS02,BESS_TECH,2,2037,1.1169
KENYA,TS03,BESS_TECH,2,2037,0.3202
KENYA,TS08,BESS_TECH,2,2037,1.1169
KENYA,TS09,BESS_TECH,2,2037,1.1169
